Cueanexo,submodalidad
740074700,2
740074800,1
740074900,1
740075000,2
740075000,3
740075100,1
740075200,1
740075500,1
740075600,1
740075700,3
740075700,2
740075800,1
740075900,1
740076000,1
740076100,1
740076300,3
740076400,3
740076500,3
740076500,2
740076500,1
740076600,2
740076600,3
740076700,3
740077000,2
740077100,2
740077100,1
740077100,3
740077200,3
740077200,2
740077200,1
740077300,3
740077400,3
740077400,2
740077400,1
740077600,1
740077700,1
740077800,1
740077900,1
740078000,1
740078100,1
740078200,1
740078300,1
740078400,1
740078500,2
740078500,3
740078700,1
740078800,1
740078800,3
740078800,2
749000100,2
749000100,3
749000100,1
780000200,3
780000400,2
780000500,3
780000700,1
780000800,1
780000900,2
780001200,1
780001300,2
780001500,1
780001600,2
780001700,1
780001800,2
780001900,1
780001900,2
780002100,1
780002100,2
780002200,2
780002300,1
780002300,2
780002400,2
780002600,2
780002700,1
780002700,2
780003000,2
780003100,1
780003400,1
780003500,2
780003700,3
780003900,2
780004000,1
780004400,1
780004400,2
780004500,1
780004800,3
780005000,2
780005100,1
780005200,1
780005300,2
780005400,1
780005500,2
780005600,1
780005800,1
780005900,2
780005900,3
780005900,1
780006000,2
780006100,1
780006200,1
780006500,2
780006600,1
780006700,3
780006900,2
780007100,1
780007200,1
780007300,2
780007500,2
780007500,1
780007800,3
780007900,1
780008000,2
780008500,3
780008700,1
780008800,2
780008900,2
780009000,1
780009100,1
780009100,2
780009300,2
780009400,1
780009400,2
780009400,3
780009800,1
780009900,1
780010100,1
780010400,3
780010500,2
780010700,1
780010800,1
780011000,2
780011200,1
780011300,2
780011400,2
780011600,3
780011700,2
780011800,1
780011900,1
780012000,2
780012100,3
780012200,3
780012300,3
780012500,2
780012600,1
780012900,2
780012900,1
780013000,3
780013100,2
780013200,2
780013300,2
780013400,1
780013500,2
780013600,2
780013700,2
780013800,1
780013900,1
780014000,3
780014100,2
780014300,2
780014400,3
780014500,1
780014700,2
780014800,2
780015000,2
780015100,3
780015200,3
780015300,3
780015500,2
780015600,3
780015700,1
780015900,2
780016000,3
780016100,2
780016300,2
780016400,3
780016500,3
780016600,3
780016700,2
780016800,1
780016900,2
780017100,1
780017100,2
780017200,3
780017400,1
780017401,1
780017500,2
780017600,1
780017700,2
780017800,2
780017900,3
780018000,1
780018300,2
780018500,1
780018600,2
780019000,2
780019100,2
780019200,2
780019200,1
780019300,2
780019400,2
780019500,3
780019600,3
780019700,2
780019900,2
780020000,3
780020100,1
780020200,2
780020300,2
780020400,3
780020500,1
780020800,2
780020900,3
780021000,1
780021000,2
780021100,3
780021200,3
780021300,2
780021300,1
780021400,3
780021500,3
780021600,2
780021800,2
780021900,2
780022100,1
780022200,3
780022300,1
780022400,2
780022500,3
780022600,1
780022800,2
780022900,3
780023100,1
780023200,2
780023400,2
780023500,2
780023600,1
780023700,1
780023700,2
780023800,2
780023900,2
780024000,1
780024100,1
780024200,2
780024300,2
780024400,1
780024500,3
780024600,3
780024700,3
780024800,3
780024900,3
780025000,2
780025100,3
780025400,2
780025500,2
780025600,1
780025700,2
780026500,3
780026500,2
780026600,2
780026800,2
780026900,1
780027000,1
780027100,2
780027200,2
780027300,1
780027800,2
780028000,1
780028200,3
780028300,2
780028400,1
780028500,3
780028700,1
780028700,3
780028700,2
780028800,3
780028900,2
780029000,2
780029400,2
780029700,2
780029800,2
780029900,2
780030000,1
780030100,2
780030200,3
780030400,2
780030500,1
780030600,2
780030700,1
780030800,1
780030900,3
780031000,3
780031100,3
780031300,2
780031800,3
780031900,3
780032000,3
780032100,3
780032200,1
780032300,2
780032600,1
780032700,3
780033000,1
780033100,3
780033200,2
780033300,1
780033400,1
780033500,2
780034000,3
780034100,3
780034200,3
780034300,3
780034400,3
780034500,3
780034600,3
780034700,3
780034800,3
780034900,3
780035000,1
780035300,1
780035400,1
780035500,1
780035600,2
780035700,2
780035800,3
780035900,3
780036000,3
780036100,3
780036200,3
780036300,3
780036400,3
780036600,3
780036700,3
780036700,1
780036700,2
780037100,3
780037200,3
780037300,1
780037400,1
780037600,1
780038000,3
780038300,2
780038400,3
780038600,3
780038700,3
780038701,3
780038702,3
780038703,3
780038900,1
780039100,2
780039100,1
780039200,2
780039200,1
780039300,1
780039500,3
780039600,3
780039900,2
780039900,1
780039900,3
820000200,1
820000300,2
820000301,2
820000301,1
820000400,2
820000600,3
820000700,2
820001100,2
820001500,3
820001700,2
820001800,3
820002300,2
820002400,3
820002500,1
820002501,1
820002600,3
820003000,2
820003200,1
820003200,2
820003500,3
820003800,1
820004100,2
820004400,2
820004400,1
820004500,2
820004800,2
820004800,1
820005100,1
820005100,2
820005200,1
820005200,2
820005300,1
820005500,2
820005501,2
820005502,2
820005600,2
820005700,3
820006000,2
820006100,2
820006100,1
820006300,1
820006500,2
820006600,2
820006700,2
820006800,2
820006900,2
820007300,1
820007303,1
820007600,3
820007700,2
820007900,1
820007903,1
820007905,1
820008000,3
820008100,1
820008100,2
820008200,2
820008200,1
820008300,3
820008302,3
820008900,1
820009100,2
820009200,3
820009700,2
820009800,3
820009900,2
820010000,1
820010000,2
820010100,3
820010300,3
820010500,1
820010501,1
820010502,1
820010800,2
820010800,1
820011100,1
820011101,1
820011200,2
820011200,1
820011400,2
820011600,3
820011700,2
820011700,1
820011800,3
820011900,1
820011900,2
820012000,1
820012000,2
820012100,1
820012300,1
820012300,2
820012400,1
820012400,2
820012600,2
820012700,3
820012800,2
820012801,2
820012900,3
820013000,2
820013200,2
820013300,1
820013400,3
820013500,3
820013600,2
820013800,2
820014400,3
820014600,3
820014700,2
820014800,1
820014800,2
820015100,3
820015200,1
820015200,2
820015400,1
820015600,3
820015601,3
820015602,3
820015700,3
820016200,3
820016500,2
820016800,1
820016801,1
820016900,2
820017000,3
820017600,2
820017600,1
820017700,2
820017800,2
820018100,2
820018400,1
820018400,2
820018500,1
820018500,2
820018600,2
820018700,2
820018700,1
820018900,2
820019000,3
820019100,1
820019300,3
820019400,1
820019400,2
820019500,2
820019600,2
820019900,2
820019900,1
820020000,1
820020300,2
820020300,1
820020400,3
820020600,1
820021100,1
820021100,2
820021200,2
820021300,3
820021400,1
820021400,2
820021500,2
820021600,3
820022000,1
820022200,3
820022300,3
820022400,2
820022500,2
820022600,2
820022600,1
820022800,2
820022800,1
820023000,2
820023100,2
820023200,2
820023300,1
820023305,1
820023400,1
820023400,2
820023600,2
820023700,2
820023700,1
820023900,2
820024000,2
820024100,1
820024200,3
820024300,2
820024400,1
820024600,2
820024600,1
820024800,2
820024800,1
820025000,1
820025000,2
820025100,2
820025101,2
820025300,1
820025500,2
820025600,3
820025700,1
820025900,1
820026100,2
820026200,2
820026200,1
820026300,1
820026400,2
820026400,1
820026600,1
820026600,2
820026700,2
820026800,2
820026900,2
820027200,2
820027200,1
820027300,1
820027300,2
820027400,1
820027600,3
820027700,1
820027700,2
820027800,3
820027900,1
820028300,1
820028300,2
820028500,2
820028600,3
820028700,2
820028800,3
820029100,1
820029100,2
820029200,2
820029300,2
820029400,1
820029600,1
820029600,2
820029900,3
820030000,3
820030100,2
820030101,2
820030200,2
820030500,2
820030600,1
820030700,1
820030700,2
820030900,1
820030900,2
820031300,3
820031700,1
820031700,2
820031800,1
820031800,2
820032000,2
820032100,1
820032200,2
820032300,1
820032300,2
820032400,1
820032500,1
820032600,1
820032700,1
820032701,1
820032800,1
820033100,1
820033100,2
820033300,3
820033600,3
820033800,2
820033900,2
820033902,2
820034100,2
820034200,3
820034400,3
820034600,2
820034800,2
820034800,1
820035000,1
820035002,1
820035100,2
820035200,2
820035300,2
820035500,2
820035500,1
820035501,2
820035600,2
820035700,2
820035700,1
820035800,2
820035800,1
820036000,2
820036000,1
820036100,1
820036100,2
820036200,1
820036200,2
820036300,2
820036400,2
820036500,2
820036600,2
820036600,1
820036800,3
820036900,2
820037000,2
820037100,2
820037200,2
820037200,1
820037300,2
820037700,1
820037800,2
820037800,1
820037900,2
820037900,1
820038000,1
820038000,2
820038200,2
820038400,2
820038600,1
820038800,1
820038800,2
820038900,1
820039000,1
820039000,2
820039100,1
820039100,2
820039103,1
820039103,2
820039200,3
820039300,3
820039400,1
820039400,2
820039500,2
820039600,3
820039800,3
820039900,1
820040100,2
820040101,2
820040101,1
820040200,2
820040200,1
820040400,2
820040400,1
820040401,2
820040401,1
820040500,3
820040504,3
820040600,1
820040600,2
820040900,2
820041000,3
820041500,1
820041501,1
820041700,2
820042000,2
820042000,1
820042100,1
820042100,2
820042200,2
820042400,1
820042500,1
820042500,2
820042600,2
820042700,2
820044200,2
820044200,1
820044300,2
820044300,1
820044301,2
820044301,1
820044302,2
820044500,1
820044600,3
820044601,3
820044603,3
820044604,3
820044700,3
820044800,3
820044900,2
820045100,3
820045200,2
820045400,1
820045400,2
820045403,2
820045403,1
820045404,2
820045405,2
820045406,2
820046000,2
820046200,2
820046200,1
820046300,3
820046400,3
820046700,3
820046900,2
820047000,2
820047100,2
820047200,2
820047300,3
820047400,3
820047600,2
820047600,1
820047800,1
820048300,1
820048400,2
820048600,3
820048700,1
820048700,2
820048800,1
820048800,2
820049000,1
820049000,2
820049100,1
820049100,2
820049200,1
820049300,2
820049300,1
820049500,1
820049500,2
820049600,3
820049800,1
820049800,2
820050100,2
820050300,2
820050400,2
820050500,1
820050500,2
820050501,2
820050600,3
820050800,2
820050800,1
820051000,1
820051000,2
820051100,2
820051100,1
820051200,3
820051500,2
820052000,1
820052001,1
820052002,1
820052200,2
820052200,1
820052300,2
820052300,1
820052400,1
820052400,2
820052600,1
820052600,2
820052700,2
820052800,1
820052800,2
820053000,1
820053000,2
820053300,2
820053300,1
820053400,1
820053400,2
820053500,3
820053600,2
820053700,2
820053702,2
820053703,2
820053800,2
820053900,3
820054000,1
820054004,1
820054100,2
820054104,2
820054200,3
820054400,1
820054401,1
820055000,1
820055003,1
820055400,2
820055400,1
820055500,1
820055800,1
820055800,2
820055900,1
820055900,2
820056200,2
820056200,1
820056500,1
820056500,2
820056800,1
820056800,2
820056900,1
820056901,1
820057000,3
820057200,1
820057200,2
820057300,3
820057400,1
820057400,2
820057401,2
820057700,1
820057700,2
820057800,3
820057900,1
820057900,2
820058000,3
820058001,3
820058100,1
820058200,2
820058300,2
820058300,1
820058400,1
820058400,2
820058401,1
820058401,2
820058500,2
820058500,1
820058600,2
820058600,1
820058800,3
820058900,1
820058900,2
820059300,2
820059300,1
820059301,2
820059500,1
820059500,2
820059700,1
820059700,2
820059800,1
820059800,2
820059900,1
820059900,2
820060000,2
820060000,1
820060002,2
820060002,1
820060100,2
820060100,1
820060200,2
820060200,1
820060500,1
820060500,2
820061000,3
820061001,3
820061100,2
820061400,2
820061500,2
820061501,2
820061502,2
820061600,2
820061700,3
820061800,2
820062000,1
820062400,1
820062500,2
820062600,1
820062700,3
820062900,1
820062900,2
820063100,2
820063101,2
820063200,1
820063300,2
820063300,1
820063500,1
820063700,3
820063800,2
820064000,1
820064000,2
820064100,1
820064200,1
820064300,1
820064400,3
820064500,3
820064600,1
820064600,2
820064800,2
820064800,1
820064900,2
820064900,1
820065000,2
820065200,1
820065400,3
820065500,2
820065700,3
820065800,1
820065800,2
820065900,1
820065900,2
820066000,2
820066000,1
820066100,1
820066100,2
820066300,1
820066300,2
820066500,1
820066500,2
820066700,2
820066700,1
820066701,1
820066701,2
820067000,2
820067000,1
820067002,2
820067002,1
820067200,2
820067200,1
820067300,1
820067300,2
820067400,1
820067400,2
820067600,1
820067600,2
820067800,2
820067800,1
820068000,1
820068000,2
820068100,1
820068100,2
820068200,1
820068300,3
820068400,2
820068401,2
820068401,1
820068402,1
820068402,2
820068500,1
820068500,2
820068700,3
820068702,3
820068800,2
820068900,2
820068900,1
820069000,3
820069100,2
820069100,1
820069200,2
820069200,1
820069300,2
820069300,1
820069400,2
820069500,1
820069501,1
820069502,1
820069700,1
820069701,1
820069702,1
820069900,1
820070500,1
820070500,2
820070600,1
820070900,2
820070900,1
820071100,3
820071200,1
820071200,2
820071201,2
820071300,3
820071400,1
820071400,2
820071600,2
820071700,2
820071800,1
820071802,1
820071803,1
820071805,1
820071806,1
820072000,3
820072200,2
820072700,1
820072700,2
820072900,1
820072900,2
820073000,1
820073000,2
820073500,2
820073502,2
820073700,2
820073700,1
820073800,1
820073800,2
820073900,1
820073900,2
820074100,1
820074100,2
820074200,1
820074200,2
820074400,1
820074400,2
820074500,2
820074500,1
820074600,2
820074900,1
820075000,3
820075400,1
820075600,3
820075700,2
820075800,2
820075800,1
820075900,2
820075900,1
820076000,2
820076600,2
820076601,2
820076603,2
820076700,3
820076900,3
820077400,2
820077700,2
820077800,3
820077900,3
820078000,2
820078200,3
820078600,3
820078700,2
820078700,1
820078800,3
820079000,1
820079001,1
820079100,2
820079200,2
820079400,1
820079500,2
820079600,1
820079600,2
820079700,2
820079800,3
820079900,1
820079901,1
820080000,2
820080300,1
820080300,2
820080400,3
820080500,2
820080600,1
820080601,1
820080800,2
820080900,2
820081000,2
820081100,2
820081400,2
820081600,3
820081700,2
820081800,2
820081801,2
820081801,1
820081900,2
820081900,1
820082000,3
820082300,3
820082500,1
820082600,3
820082700,2
820083000,1
820083300,2
820083500,1
820083600,1
820083600,2
820083700,2
820083700,1
820084100,2
820084300,2
820084300,1
820084301,2
820084302,2
820084302,1
820084600,3
820084700,2
820084700,1
820085200,2
820085800,2
820086000,1
820086000,2
820086100,2
820086100,1
820086101,2
820086102,2
820086102,1
820086103,2
820086103,1
820086200,2
820086300,3
820086400,3
820086600,2
820086700,3
820086800,2
820086900,2
820087000,1
820087000,2
820087100,3
820087200,3
820087300,1
820087300,2
820087400,2
820087500,3
820087600,2
820087900,1
820087901,1
820087904,1
820088000,2
820088000,1
820088100,1
820088100,2
820088400,1
820088400,2
820088600,1
820088700,3
820088800,2
820088800,1
820088900,1
820088900,2
820089000,1
820089000,2
820089400,2
820089400,3
820089400,1
820089600,2
820089700,1
820089700,2
820089800,2
820089800,1
820089900,2
820089900,1
820090000,2
820090100,3
820090200,1
820090200,2
820090600,1
820090600,2
820090700,1
820090800,1
820090800,2
820090900,2
820091000,1
820091200,3
820091500,1
820091600,2
820091900,2
820091900,1
820092000,3
820092200,1
820092400,2
820092500,2
820092500,1
820092700,2
820092700,1
820092800,2
820092800,1
820092900,3
820093000,2
820093100,2
820093200,2
820093300,1
820093500,2
820093600,2
820093600,1
820093700,2
820093700,1
820093800,3
820093900,2
820093900,1
820094000,2
820094100,1
820094100,2
820094200,2
820094300,1
820094400,2
820094500,2
820094600,1
820094600,2
820094700,1
820094700,2
820095000,3
820095100,3
820095200,3
820095300,2
820095700,2
820095700,1
820095800,1
820095900,3
820096000,2
820096000,1
820096200,1
820096400,2
820096400,1
820096500,1
820096500,2
820096800,2
820096800,1
820097200,3
820097500,3
820097700,1
820097800,3
820097900,2
820097900,1
820098000,2
820098300,2
820098400,1
820098400,2
820098500,1
820098501,1
820098800,1
820098801,1
820098802,1
820099000,2
820099100,2
820099100,1
820099200,2
820099200,1
820099400,1
820099400,2
820099500,1
820099600,2
820099600,1
820099700,2
820099700,1
820099800,3
820099900,2
820099900,1
820099901,2
820100000,1
820100000,2
820100001,1
820100001,2
820100002,2
820100200,2
820100200,1
820100300,3
820100400,2
820100500,1
820100500,2
820100600,2
820100600,1
820101100,2
820101100,1
820101104,2
820101200,1
820101500,1
820101502,1
820102000,3
820102200,3
820102500,2
820102800,1
820102900,2
820103000,2
820103100,1
820103100,2
820103400,3
820103500,2
820103800,2
820104100,1
820104100,2
820104200,2
820104200,1
820104300,1
820104300,2
820104400,2
820104400,1
820104500,2
820104700,1
820104700,2
820104701,2
820104701,1
820104800,1
820105000,1
820105000,2
820105400,2
820105500,2
820105700,2
820105700,1
820106000,2
820106100,1
820106100,2
820106300,2
820106400,2
820106700,1
820106700,2
820107300,2
820107400,2
820107500,2
820107600,2
820107800,3
820107900,3
820108000,2
820108100,3
820108300,1
820108300,2
820108400,3
820108700,2
820108700,1
820108800,1
820108800,2
820109200,2
820109400,2
820109500,2
820109900,2
820110100,2
820110100,1
820110300,2
820110400,1
820110401,1
820110402,1
820110500,2
820110500,1
820110600,2
820110600,1
820110700,2
820110800,1
820110800,2
820110900,2
820110900,1
820111000,2
820111100,1
820111100,2
820111400,3
820111500,2
820111500,1
820111600,1
820111600,2
820111700,1
820111700,2
820111900,3
820112300,1
820112400,1
820112401,1
820112600,1
820112700,2
820112800,2
820112900,3
820113000,2
820113000,1
820113100,2
820113100,1
820113200,1
820113202,1
820113203,1
820113204,1
820113300,2
820113300,1
820113400,1
820113400,2
820113500,1
820113500,2
820113600,3
820113601,3
820113602,3
820113700,2
820113700,1
820113800,2
820113900,2
820114000,2
820114000,1
820114100,1
820114101,1
820114103,1
820114400,1
820114500,1
820114501,1
820114800,3
820114900,2
820115100,3
820115300,1
820115400,2
820115500,2
820116100,1
820116100,2
820116400,2
820116400,1
820116500,2
820116500,1
820117000,1
820117000,2
820117100,1
820117100,2
820117200,1
820117200,2
820117201,1
820117201,2
820117400,2
820117400,1
820117401,1
820117401,2
820117402,2
820117403,1
820117403,2
820117404,1
820117404,2
820117700,2
820117700,1
820117701,2
820117702,1
820117702,2
820117703,2
820117703,1
820117704,1
820117704,2
820117706,2
820117707,2
820117707,1
820117708,2
820117708,1
820117709,2
820117710,2
820117710,1
820117711,2
820117711,1
820117800,2
820117900,3
820117901,3
820117902,3
820118000,2
820118001,2
820118200,2
820118300,2
820118500,2
820118900,2
820118900,1
820119800,2
820119800,1
820120300,2
820120300,1
820120400,2
820120400,1
820120500,1
820120500,2
820120600,1
820120600,2
820120700,2
820120800,3
820120900,3
820121000,2
820121000,1
820121102,3
820121200,2
820121300,1
820121303,1
820121500,1
820121500,2
820121700,1
820121700,2
820121800,2
820121900,3
820122000,2
820122400,1
820122400,2
820122500,2
820122500,1
820122600,2
820122800,2
820122800,1
820122900,3
820123000,2
820123000,1
820123100,2
820123200,2
820123300,2
820123400,2
820123500,2
820123500,1
820123501,1
820123501,2
820123600,3
820123700,2
820123700,1
820123800,1
820123800,2
820123801,1
820123801,2
820123802,2
820123802,1
820123803,1
820123803,2
820124000,1
820124000,2
820124400,3
820124500,2
820124500,1
820124600,2
820124600,1
820124700,2
820124700,1
820124800,1
820124800,2
820124900,1
820124900,2
820125100,2
820125200,1
820125201,1
820125202,1
820125300,2
820125300,1
820125400,2
820125600,2
820125600,1
820125700,2
820125800,2
820125800,1
820125900,1
820125900,2
820126000,2
820126100,2
820126100,1
820126400,2
820126400,1
820126700,2
820126800,1
820126801,1
820127100,2
820127400,2
820127400,1
820127600,2
820127601,1
820127601,2
820128000,2
820128000,1
820128200,1
820128200,2
820128201,2
820128201,1
820128300,2
820128300,1
820128400,3
820128500,2
820128500,1
820128600,3
820128900,2
820129000,2
820129000,1
820129200,1
820129200,2
820129201,2
820129300,1
820129300,2
820129400,1
820129400,2
820129900,1
820130000,1
820130000,2
820130200,1
820130200,2
820130300,2
820130400,2
820130400,1
820130600,1
820130600,2
820130900,2
820131000,2
820131100,1
820131100,2
820131200,2
820131300,1
820131300,2
820131301,2
820131302,2
820131400,2
820131500,2
820131600,3
820131800,1
820131801,1
820132200,2
820132500,1
820132500,2
820132900,2
820133100,1
820133100,2
820133500,1
820133504,1
820133505,1
820133600,1
820134300,3
820134400,2
820134500,3
820134600,3
820134700,3
820134800,2
820134900,2
820135100,2
820135200,2
820135300,2
820135400,1
820135400,2
820135500,3
820135600,2
820135600,1
820135800,3
820135802,3
820135900,2
820136000,2
820136100,1
820136400,2
820136500,3
820136900,2
820136900,1
820136902,2
820136903,1
820136903,2
820137100,1
820137100,2
820137200,1
820137200,2
820137300,3
820137400,1
820137400,2
820137500,2
820137500,1
820137600,1
820137600,2
820137700,1
820137700,2
820137701,1
820137701,2
820137800,2
820137900,2
820138000,2
820138000,1
820138300,1
820138300,2
820138500,1
820138900,1
820138900,2
820139000,2
820139100,2
820139101,2
820139102,2
820139103,2
820139200,2
820139500,2
820139600,1
820139603,1
820139604,1
820139700,2
820139800,3
820139900,2
820140300,3
820140500,2
820140500,1
820140501,2
820140600,3
820140700,2
820140700,1
820140800,2
820140900,2
820141000,2
820141001,2
820141400,2
820141400,1
820141800,1
820141800,2
820141900,2
820142000,1
820142100,1
820142101,1
820142200,2
820142300,3
820142500,2
820142800,1
820142900,1
820142900,2
820143000,3
820143001,3
820143300,1
820143600,3
820143700,1
820143800,2
820143900,3
820144000,2
820144000,1
820144200,1
820144200,2
820144300,3
820144500,2
820144600,3
820144700,1
820144700,2
820144800,1
820144800,2
820145300,2
820145400,2
820145400,1
820145500,1
820145501,1
820145502,1
820145600,3
820145700,2
820145800,3
820146100,1
820146100,2
820146200,2
820146500,1
820146500,2
820146600,1
820146600,2
820146700,1
820146800,2
820146900,2
820146900,1
820147000,1
820147000,2
820147200,3
820147202,3
820147203,3
820147300,2
820147300,1
820147400,1
820147400,2
820147500,2
820147600,3
820147800,2
820147800,1
820148100,3
820148300,1
820148400,3
820148700,2
820148700,1
820148900,1
820148901,1
820149000,2
820149001,1
820149001,2
820149002,2
820149200,2
820149200,1
820149300,2
820149300,1
820149600,1
820149600,2
820149700,1
820149700,2
820149800,1
820149800,2
820149900,1
820149900,2
820150100,1
820150100,2
820150101,1
820150101,2
820150102,2
820150102,1
820150103,1
820150103,2
820150200,1
820150200,2
820150700,2
820150700,1
820150800,3
820150900,3
820151300,3
820151400,3
820151500,2
820151500,1
820151600,3
820151700,2
820151900,2
820151900,1
820152000,1
820152000,2
820152100,2
820152100,1
820152200,2
820152200,1
820152300,2
820152400,3
820152500,1
820152500,2
820152600,1
820152600,2
820152700,1
820152700,2
820152900,2
820152900,1
820153100,2
820153100,1
820153102,2
820153500,2
820153500,1
820153800,2
820153800,1
820153900,2
820153900,1
820154300,3
820154400,1
820154400,2
820154500,1
820154500,2
820154501,2
820154501,1
820154700,1
820154700,2
820154900,2
820154900,1
820154901,2
820154903,1
820154903,2
820155000,1
820155000,2
820155100,3
820155104,3
820155200,2
820155200,1
820155400,2
820155400,1
820155600,2
820155600,1
820155700,3
820156000,2
820156000,1
820156100,2
820156100,1
820156200,2
820156200,1
820156300,1
820156300,2
820156400,2
820156400,1
820156500,1
820156900,2
820157000,1
820157000,2
820157100,1
820157100,2
820157200,1
820157200,2
820157300,1
820157400,1
820157400,2
820157500,1
820157500,2
820157600,3
820157700,2
820157700,1
820157800,3
820158600,1
820158600,2
820158700,1
820158700,2
820158900,2
820158902,1
820158902,2
820158903,2
820158904,2
820158905,1
820158905,2
820159000,2
820159000,1
820159600,2
820159700,2
820159800,1
820159800,2
820160000,3
820160100,3
820160200,2
820160200,1
820160300,2
820160300,1
820160500,3
820160600,3
820160700,2
820160701,2
820160702,2
820160900,2
820160900,1
820161000,1
820161100,2
820161100,3
820161100,1
820161200,1
820161201,1
820161202,1
820161300,3
820161400,2
820161500,1
820161500,2
820161502,2
820161503,2
820161600,3
820161700,1
820162000,3
820162100,3
820162200,2
820162201,2
820162400,3
820162600,3
820162800,1
820162900,2
820163100,1
820163100,2
820163200,3
820163300,3
820163400,3
820163500,2
820163700,3
820163800,2
820163900,3
820164000,2
820164100,1
820164200,3
820164400,2
820164500,3
820164600,1
820164800,1
820164900,2
820165000,3
820165100,2
820165101,2
820165200,2
820165300,3
820165800,3
820165900,3
820166000,1
820166100,2
820166100,1
820166200,3
820166300,1
820166300,2
820166400,1
820166400,2
820166500,1
820166500,2
820166600,2
820166600,1
820166700,3
820166800,3
820166900,3
820167000,3
820167100,3
820167200,1
820167200,2
820167200,3
820167300,3
820167400,1
820167400,2
820167500,3
820167600,3
820167700,2
820167700,1
820167800,2
820168000,3
820168100,2
820168200,3
820168400,2
820168500,1
820168500,2
820168600,3
820168700,3
820169100,3
820169200,3
820169300,2
820169302,2
820169303,2
820169700,2
820169700,1
820169800,3
820169900,1
820169900,2
820170100,3
820170200,3
820170300,3
820170400,3
820170500,2
820170900,2
820171000,3
820171100,2
820171101,2
820171200,2
820171300,1
820171301,1
820171500,1
820171600,2
820171700,1
820171700,2
820171800,2
820171900,1
820171900,2
820172100,2
820172100,1
820172200,2
820172300,1
820172400,3
820172500,3
820172600,2
820172601,2
820172601,1
820172700,2
820172800,2
820172800,1
820172900,1
820173000,3
820173100,2
820173200,1
820173200,2
820173300,3
820173500,3
820173600,1
820173600,2
820173800,2
820173900,2
820174300,3
820174400,1
820174400,2
820174500,2
820175000,3
820175200,2
820175300,3
820175400,2
820175500,3
820175600,1
820175600,2
820175700,3
820175800,1
820175800,2
820175900,3
820176000,3
820176100,2
820176100,1
820176200,2
820176300,2
820176500,2
820176500,1
820176600,3
820176800,1
820177000,2
820177100,3
820177200,3
820177400,1
820177500,3
820177600,1
820177700,1
820177700,2
820177800,2
820177800,1
820177900,2
820177900,1
820178100,3
820178200,2
820178300,3
820178301,3
820178500,1
820178500,2
820178600,1
820178700,3
820178800,3
820178900,2
820179100,1
820179101,1
820179300,3
820179500,1
820179700,1
820179701,1
820179800,2
820179800,1
820179900,2
820179900,1
820180200,2
820180200,1
820180300,2
820180300,1
820180700,3
820180900,2
820181000,2
820181100,3
820181200,1
820181200,2
820181200,3
820181201,3
820181202,3
820181500,2
820181500,1
820181600,2
820182100,2
820182100,1
820182200,2
820182200,1
820182300,3
820182400,1
820182400,2
820182500,2
820182600,2
820182600,1
820182700,2
820182700,1
820182800,3
820182900,3
820183000,1
820183000,2
820183100,1
820183101,1
820183300,1
820183300,2
820183500,3
820183600,3
820183800,1
820183800,2
820183900,3
820184000,1
820184000,2
820184100,2
820184200,1
820184200,2
820184300,2
820184400,1
820184700,2
820184700,1
820184900,2
820185000,3
820185100,2
820185200,2
820185400,2
820185400,1
820185600,3
820185900,3
820186000,3
820186200,1
820186200,2
820186200,3
820186600,1
820186600,2
820186700,2
820186800,1
820186900,3
820187400,2
820187500,3
820187600,3
820187700,2
820188000,3
820188100,2
820188500,3
820188600,2
820188600,1
820188800,3
820188900,3
820189000,2
820189001,2
820189100,1
820189100,2
820189200,2
820189201,2
820189202,2
820189300,2
820189300,1
820189700,3
820189800,3
820189900,2
820190000,2
820190000,1
820190100,3
820190500,3
820190700,1
820190700,2
820190800,2
820191000,3
820191100,3
820191101,3
820191300,3
820191400,3
820191500,2
820191600,2
820191600,1
820191800,2
820191900,2
820192000,3
820192100,2
820192200,3
820192300,2
820192400,2
820192500,1
820192500,2
820192600,1
820192700,3
820192900,2
820192900,1
820193100,2
820193200,3
820193300,3
820193400,2
820193400,1
820193500,2
820193600,1
820193601,1
820193602,1
820193700,1
820193700,2
820193800,1
820193800,2
820193900,1
820193900,2
820194100,2
820194200,2
820194300,3
820194400,3
820194500,2
820194600,2
820194700,2
820194800,2
820195100,3
820195400,3
820195800,2
820195800,1
820195900,1
820195900,2
820196100,3
820196200,2
820196300,2
820196400,3
820196500,2
820196700,3
820196800,2
820196801,2
820196900,1
820196901,1
820196905,1
820196906,1
820197000,2
820197100,1
820197100,2
820197200,2
820197300,2
820197400,3
820197700,1
820197800,2
820198000,3
820198400,1
820198500,2
820198600,2
820198600,1
820198800,1
820198900,3
820199000,2
820199001,2
820199300,1
820199300,2
820199301,2
820199400,2
820199400,1
820199500,2
820199600,2
820199700,2
820199800,3
820200000,2
820200000,1
820200100,2
820200200,1
820200300,2
820200400,3
820200500,2
820200600,2
820200700,2
820200800,2
820200800,1
820200900,3
820201100,1
820201400,3
820201500,2
820201700,1
820201700,2
820201800,2
820201900,2
820202000,1
820202000,2
820202100,1
820202300,3
820202301,3
820202400,2
820202400,1
820202500,3
820202600,2
820202700,2
820202800,3
820202900,2
820203000,2
820203100,2
820203300,1
820203400,2
820203500,2
820203600,2
820203700,3
820204000,3
820204200,2
820204200,1
820204300,3
820204600,2
820204700,2
820204700,1
820204800,2
820205000,2
