Cueanexo,Nombre,Código de departamento,Ámbito,Sector
60462300,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 BARTOLOMÉ MITRE,06042,Rural,Estatal
60462400,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 BELISARIO ROLDAN,06042,Rural,Estatal
60462500,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 JUAN XXIII,06042,Rural,Estatal
60462600,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 ESTEBAN ECHEVERRIA,06042,Rural,Estatal
60462700,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 JOSÉ MANUEL ESTRADA,06042,Rural,Estatal
60462800,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 RICARDO GUTIERREZ,06042,Rural,Estatal
60462900,INSTITUTO FORTIN PAVON,06819,Rural,Privado
60463000,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 ALMAFUERTE,06819,Rural,Estatal
60463200,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 PAULA A. DE SARMIENTO,06819,Rural,Estatal
60463300,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 FUERTE ARGENTINO,06819,Urbano,Estatal
60463400,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 ERNESTO TORNQUIST,06819,Rural,Estatal
60463500,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 PASO DE LOS PIEDRAS,06819,Rural,Estatal
60463600,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 BERNARDINO RIVADAVIA,06819,Rural,Estatal
60463700,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 JUAN BAUTISTA ALBERDI,06819,Urbano,Estatal
60463900,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 JOSÉ MANUEL ESTRADA,06819,Rural,Estatal
60464000,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 GRAL JOSÉ DE SAN MARTIN,06819,Rural,Estatal
60464100,JARDÍN DE INFANTES Nº903 MARTHA SALOTTI,06819,Urbano,Estatal
60464300,ESCUELA DE EDUCACIÓN SECUNDARIA N°6,06651,Rural,Estatal
60464400,INSTITUTO GENERAL SAN MARTIN,06651,Urbano,Privado
60464500,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 ROMAN MACHIÑENA,06651,Rural,Estatal
60464600,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 GENRAL JOSÉ DE SAN MARTIN,06651,Urbano,Estatal
60464700,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 PEDRO BONIFACIO PALACIOS,06651,Rural,Estatal
60464800,JARDÍN DE INFANTES Nº905 MARIANO MORENO,06651,Rural,Estatal
60464900,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 NUESTRA SEÑORA DEL CARMEN,06134,Urbano,Estatal
60465000,JARDÍN DE INFANTES Nº902,06134,Urbano,Estatal
60465100,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 CARLOS PELLEGRINI,06134,Urbano,Estatal
60465200,INSTITUTO MODELO DE EDUCACION INTEGRAL,06134,Urbano,Privado
60465500,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 HIPÓLITO YRIGOYEN,06277,Rural,Estatal
60465700,JARDÍN DE INFANTES Nº916 JUANA MANSO,06609,Urbano,Estatal
60465800,ESCUELA DE EDUCACIÓN PRIMARIA Nº32 CAMPAMENTO DEL PLUMERILLO,06609,Rural,Estatal
60465900,JARDÍN DE INFANTES Nº917 MERCEDITAS DE SAN MARTIN,06609,Urbano,Estatal
60466000,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 LUCIANO FORTABAT,06609,Rural,Estatal
60466200,ESCUELA DE EDUCACIÓN PRIMARIA Nº30 JOSÉ HERNANDEZ,06609,Rural,Estatal
60466300,JARDÍN DE INFANTES Nº914 JUANA AZURDUY,06609,Rural,Estatal
60466700,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 NUESTRA SEÑORA DEL CARMEN,06609,Urbano,Estatal
60466800,ESCUELA DE EDUCACIÓN PRIMARIA Nº31 JOSEFA URIBURU DE GIRONDO,06609,Rural,Estatal
60466900,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 JOSÉ MARIA DE HEREDIA,06609,Rural,Estatal
60467100,ESCUELA DE EDUCACIÓN PRIMARIA Nº51 RICARDO GÜIRALDES,06609,Rural,Estatal
60467400,JARDÍN DE INFANTES Nº912 SARA BARINO,06609,Rural,Estatal
60467700,COLEGIO MARIANO MORENO,06277,Urbano,Privado
60467900,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ALMAFUERTE,06277,Urbano,Estatal
60468100,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 PAULA ALBARRACÍN DE SARMIENTO,06277,Rural,Estatal
60468200,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 MARIANO MORENO,06277,Rural,Estatal
60468400,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 SARGENTO CABRAL,06277,Rural,Estatal
60468600,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 GUILLERMO ENRIQUE HUDSON,06277,Rural,Estatal
60468900,JARDÍN DE INFANTES SIMÓN BOLIVAR,06277,Rural,Privado
60469000,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 DOMINGO FAUSTINO SARMIENTO,06112,Urbano,Estatal
60469300,INSTITUTO MARIANO MORENO,06408,Urbano,Privado
60469400,JARDÍN DE INFANTES SANTA MARTA,06408,Urbano,Privado
60469500,INSTITUTO MARIANO MORENO,06408,Urbano,Privado
60469600,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 JONAS SALK,06408,Urbano,Estatal
60469700,COLEGIO NUEVA ERA,06408,Urbano,Privado
60469800,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 LA ESPERANZA,06408,Urbano,Estatal
60470100,INSTITUTO SANTA HILDA,06408,Urbano,Privado
60470200,COLEGIO SAN PABLO,06408,Urbano,Privado
60470300,COLEGIO SANTA HILDA,06408,Urbano,Privado
60470500,INSTITUTO SAN PABLO,06408,Urbano,Privado
60470600,JARDÍN DE INFANTES LA RANA JUANA,06408,Urbano,Privado
60470700,ESCUELA SANTA MARTA,06408,Urbano,Privado
60470800,ESCUELA DE EDUCACIÓN PRIMARIA Nº52 GENERAL JUSTO JOSÉ DE URQUIZA,06560,Urbano,Estatal
60470900,JARDÍN DE INFANTES Nº934 LOMAS DE CASASCO,06560,Urbano,Estatal
60471100,JARDÍN DE INFANTES Nº918 TTE.CNEL.EXP.AL DESIERTO D.TASSI,06413,Urbano,Estatal
60471200,INSTITUTO SAN JOSE,06854,Urbano,Privado
60471300,ESCUELA NUESTRA SEÑORA DE LUJAN,06568,Urbano,Privado
60471400,ESCUELA SAN FRANCISCO DE ASIS,06568,Urbano,Privado
60471500,INSTITUTO LINCOLN,06408,Urbano,Privado
60471600,JARDÍN DE INFANTES INSTITUTO LINCOLN,06408,Urbano,Privado
60471700,JARDÍN DE INFANTES Nº912,06854,Urbano,Estatal
60471800,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 CARLOS VERGARA,06854,Rural,Estatal
60471900,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 HORACIO MANN,06854,Urbano,Estatal
60472000,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 DOMINGO FAUSTINO SARMIENTO,06854,Urbano,Estatal
60472100,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 RICARDO GUTIERREZ,06854,Urbano,Estatal
60472200,ESCUELA DE EDUCACIÓN PRIMARIA Nº32 MARIANO MORENO,06854,Urbano,Estatal
60472300,JARDÍN DE INFANTES SATURNINO E.U.DE SAN JOSE,06854,Urbano,Privado
60472400,JARDÍN DE INFANTES Nº906 GRANADEROS DE SAN MARTIN,06854,Urbano,Estatal
60472500,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 CARTERO BRUNO RAMIREZ,06408,Urbano,Estatal
60472600,JARDÍN DE INFANTES Nº916 MARIANO MORENO,06408,Urbano,Estatal
60472900,JARDÍN MUNICIPAL Nº3 EL JARDÍN DE LA ESQUINA,06408,Urbano,Estatal
60473000,ESCUELA DE EDUCACIÓN PRIMARIA Nº108 MANUEL DORREGO,06568,Urbano,Estatal
60473100,JARDÍN DE INFANTES Nº903 ROSARIO VERA PEÑALOZA,06525,Rural,Estatal
60473200,JARDÍN DE INFANTES Nº904 ROSARIO VERA PEÑALOZA,06196,Urbano,Estatal
60473500,JARDÍN DE INFANTES Nº908 FERMINA NICASIA PRINGLES,06196,Urbano,Estatal
60473600,JARDÍN DE INFANTES Nº909 MARTHA SALOTTI,06196,Urbano,Estatal
60473700,CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº3,06196,Rural,Estatal
60473900,JARDÍN DE INFANTES Nº901 TAMBOR DE TACUARI,06196,Urbano,Estatal
60474000,JARDÍN DE INFANTES Nº902 MERCEDITAS DE SAN MARTIN,06196,Urbano,Estatal
60474100,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 DR. FRANCISCO JAVIER MUÑIZ,06497,Urbano,Estatal
60474200,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 CONSTANCIO C. VIGIL,06049,Urbano,Estatal
60474400,JARDÍN DE INFANTES NUESTRA SEÑORA DE FATIMA,06581,Urbano,Privado
60474500,ESCUELA DE EDUCACIÓN PRIMARIA Nº41 NIÑAS DE AYOHUMA,06581,Rural,Estatal
60474600,JARDÍN DE INFANTES Nº915,06581,Urbano,Estatal
60474700,JARDÍN DE INFANTES Nº919 BERNARDINO RIVADAVIA,06049,Urbano,Estatal
60474800,JARDÍN DE INFANTES SAN CAYETANO,06049,Urbano,Privado
60475000,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 RICARDO GÜIRALDES,06826,Rural,Estatal
60475100,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 TAMBOR DE TACUARI,06826,Rural,Estatal
60475300,ESCUELA DE EDUCACIÓN PRIMARIA Nº42 BARTOLOME PARODI,06826,Rural,Estatal
60475400,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 MARTÍN MIGUEL DE GÜEMES,06826,Rural,Estatal
60475800,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 REMEDIOS DE ESCALADA,06014,Rural,Estatal
60475900,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 ESTEBAN ECHEVERRIA,06014,Rural,Estatal
60476100,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 MARIANO MORENO,06203,Rural,Estatal
60476200,INSTITUTO ANTARTIDA ARGENTINA,06638,Urbano,Privado
60476400,JARDÍN DE INFANTES Nº906 GABRIELA MISTRAL,06203,Rural,Estatal
60476500,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 HIPOLITO YRIGOYEN,06203,Rural,Estatal
60476600,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 VICENTE LOPEZ,06203,Rural,Estatal
60476700,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 NICOLAS AVELLANEDA,06203,Urbano,Estatal
60476900,JARDÍN DE INFANTES Nº908 NUMA AYRINHAC,06700,Urbano,Estatal
60477000,JARDÍN DE INFANTES Nº904 JOSÉ LEON THIEL,06700,Rural,Estatal
60477200,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 STELLA MARIS,06056,Urbano,Estatal
60477400,INSTITUTO EVANGELICO DE LA ASAMBLEA CRISTIANA,06515,Urbano,Privado
60477700,JARDÍN DE INFANTES Nº905 CONSTANCIO C. VIGIL,06056,Urbano,Estatal
60477900,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 SIMON BOLIVAR,06203,Rural,Estatal
60478000,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 PAULA A.DE SARMIENTO,06203,Rural,Estatal
60478100,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 DR. ANGEL GALLARDO,06203,Rural,Estatal
60478300,ESCUELA DE EDUCACIÓN PRIMARIA Nº74 MAESTRO VICENTE CALDERON,06056,Urbano,Estatal
60478400,JARDÍN DE INFANTES LOS PICAPIEDRAS,06056,Urbano,Privado
60478500,ESCUELA DE EDUCACIÓN PRIMARIA Nº48 EDUARDO MALLEA,06056,Urbano,Estatal
60478600,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 PRESIDENTE HIPOLITO YRIGOYEN,06056,Urbano,Estatal
60478700,JARDÍN DE INFANTES MARTÍN PESCADOR,06056,Urbano,Privado
60478800,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 GENERAL JUAN GREGORIO LEMOS,06056,Urbano,Estatal
60478900,ESCUELA DE EDUCACIÓN PRIMARIA Nº63 PERITO FRANCISCO MORENO,06056,Urbano,Estatal
60479000,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 ARMADA ARGENTINA,06070,Urbano,Estatal
60479100,JARDÍN MUNICIPAL JARDILANDIA,06070,Rural,Estatal
60479500,ESCUELA DE EDUCACIÓN PRIMARIA Nº63 MAESTRA MARIA SILVA,06371,Urbano,Estatal
60479600,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 DAMAS PATRICIAS,06371,Urbano,Estatal
60479700,INSTITUTO SAN JOAQUIN,06371,Urbano,Privado
60479800,JARDÍN DE INFANTES SAN JOAQUIN,06371,Urbano,Privado
60480000,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 TENIENTE GENERAL BARTOLOME MITRE,06371,Urbano,Estatal
60480100,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 GABRIELA MISTRAL,06147,Rural,Estatal
60480300,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 JUAN BAUTISTA ALBERDI,06147,Rural,Estatal
60480400,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 CEFERINO NAMUNCURA,06147,Rural,Estatal
60480500,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 MARTÍN FIERRO,06147,Rural,Estatal
60480600,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,06147,Urbano,Estatal
60480601,EXTENSIÓN I DE LA ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,06147,Rural,Estatal
60480700,JARDÍN DE INFANTES Nº910 GRAL. JOSÉ DE SAN MARTIN,06147,Urbano,Estatal
60480800,JARDÍN DE INFANTES Nº914 DULCINEA,06049,Urbano,Estatal
60480900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 GENERAL JOSÉ DE SAN MARTIN,06147,Urbano,Estatal
60481000,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 DR. PEDRO BALLESTER,06371,Urbano,Estatal
60481100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 CESÁREO NAREDO,06399,Rural,Estatal
60481200,CENTRO EDUCATIVO PARA LA PRODUCCIÓN TOTAL Nº6,06399,Rural,Estatal
60481300,JARDÍN DE INFANTES Nº906,06399,Urbano,Estatal
60481400,JARDÍN DE INFANTES Nº905 MARIA LAURA MARINO,06399,Rural,Estatal
60481500,JARDÍN DE INFANTES Nº904,06399,Rural,Estatal
60481600,JARDÍN DE INFANTES Nº903 ISIDORA DE VEGA,06399,Rural,Estatal
60481700,JARDÍN DE INFANTES Nº902,06399,Urbano,Estatal
60481800,JARDÍN DE INFANTES Nº901 JUAN MANTOVANI,06399,Urbano,Estatal
60482200,ESCUELA DE EDUCACIÓN PRIMARIA Nº31 COMANDANTE GREGORIO A.PORTILLO,06399,Urbano,Estatal
60482400,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 CEFERINO NAMUNCURA,06399,Rural,Estatal
60482600,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 HILARIO ASCASUBI,06399,Rural,Estatal
60482700,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 DON MARTÍN PEREYRA YRAOLA,06399,Rural,Estatal
60482800,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 MARTÍN MIGUEL DE GÜEMES,06399,Rural,Estatal
60482900,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 DOCTOR VICTORINO DE LA PLAZA,06399,Rural,Estatal
60483000,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 JUAN XXIII,06399,Rural,Estatal
60483200,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 HIPÓLITO YRIGOYEN,06399,Rural,Estatal
60483300,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 ALMAFUERTE,06399,Rural,Estatal
60483400,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 FERNANDO SPLENDORE,06399,Rural,Estatal
60483500,ESCUELA MUNICIPAL MANUEL BELGRANO,06735,Urbano,Estatal
60483600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,06490,Urbano,Estatal
60483700,JARDÍN DE INFANTES PAULA ALBARRACIN DE SARMIENTO,06490,Urbano,Privado
60483900,JARDÍN DE INFANTES Nº943,06056,Urbano,Estatal
60484200,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 CORNELIO SAAVEDRA,06056,Urbano,Estatal
60484300,ESCUELA DE EDUCACIÓN PRIMARIA Nº70 MARTÍN MIGUEL DE GÜEMES,06056,Urbano,Estatal
60484400,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 JUAN VUCETICH,06056,Urbano,Estatal
60484500,JARDÍN DE INFANTES Nº932 OMAR RUBEN ACEITUNO,06056,Urbano,Estatal
60484900,JARDÍN DE INFANTES Nº926 ROBERTO J. PAYRO,06056,Urbano,Estatal
60485000,ESCUELA MANUEL BELGRANO,06056,Urbano,Privado
60485100,JARDÍN DE INFANTES CRISTO OBRERO DEL MONTE,06658,Urbano,Privado
60485400,JARDÍN DE INFANTES NUESTRA SEÑORA DEL ROSARIO,06658,Urbano,Privado
60485500,JARDÍN DE INFANTES MANUEL BELGRANO,06658,Urbano,Privado
60485600,JARDÍN DE INFANTES INTI HUASI,06658,Urbano,Privado
60485700,JARDÍN DE INFANTES YOLANDA PIERINI,06412,Urbano,Privado
60485800,JARDÍN DE INFANTES SAN RAMON,06805,Urbano,Privado
60486000,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 JUAN BAUTISTA ALBERDI,06007,Urbano,Estatal
60486100,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 JULIO ARGENTINO ROCA,06007,Rural,Estatal
60486200,ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 DR. BERNARDO DE IRIGOYEN,06007,Urbano,Estatal
60486400,JARDÍN DE INFANTES Nº922 EVA DUARTE DE PERON,06749,Urbano,Estatal
60486500,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 GABRIELA MISTRAL,06749,Urbano,Estatal
60486600,COLEGIO LEOPOLDO LUGONES,06749,Urbano,Privado
60486700,JARDÍN DE INFANTES Nº914,06749,Urbano,Estatal
60486800,COLEGIO PARROQUIAL SAN PABLO,06749,Urbano,Privado
60486900,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 ROSARIO VERA PEÑALOZA,06749,Urbano,Estatal
60487100,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 RICARDO GÜIRALDES,06735,Rural,Estatal
60487200,ESCUELA DE EDUCACIÓN PRIMARIA Nº62 BATERIAS LIBERTAD E INDEPENDENCIA,06595,Rural,Estatal
60487300,ESCUELA DE EDUCACIÓN PRIMARIA Nº68 PROVINCIA DE CORRIENTES,06595,Rural,Estatal
60487400,JARDÍN DE INFANTES Nº910 CLOTILDE GUILLEN DE REZZANO,06749,Urbano,Estatal
60487500,INSTITUTO 9 DE JULIO,06434,Urbano,Privado
60487800,ESCUELA DE EDUCACIÓN PRIMARIA Nº46 PAULA ALBARRACÍN,06434,Urbano,Estatal
60487900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 RAUL SCALABRINI ORTIZ,06098,Urbano,Estatal
60488100,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 JUAN BAUTISTA ALBERDI,06098,Urbano,Estatal
60488200,COLEGIO NUESTRA SEÑORA DE LA MERCED,06441,Urbano,Privado
60488400,COLEGIO NUESTRA SEÑORA DE LOURDES,06441,Urbano,Privado
60488500,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 MANUEL BELGRANO,06098,Urbano,Estatal
60488600,JARDÍN DE INFANTES NUESTRA SEÑORA DEL PERPETUO SOCORRO,06098,Urbano,Privado
60488700,"JARDÍN DE INFANTES Nº906 BERISSO, TIERRA DE INMIGRANTES",06098,Urbano,Estatal
60488800,JARDÍN DE INFANTES Nº902 MERCEDITAS DE SAN MARTIN,06098,Urbano,Estatal
60488900,JARDÍN DE INFANTES Nº904 D'AMELIO,06098,Urbano,Estatal
60489100,COLEGIO SAN FRANCISCO JAVIER,06490,Urbano,Privado
60489200,COLEGIO PRINCIPE DE PAZ,06490,Urbano,Privado
60489300,JARDÍN DE INFANTES Nº913 BOMBEROS VOLUNTARIOS,06224,Urbano,Estatal
60489400,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 PAULA ALBARRACIN DE SARMIENTO,06098,Urbano,Estatal
60489500,JARDÍN MUNICIPAL Nº4 PAULO VI,06441,Urbano,Estatal
60489800,ESCUELA DE EDUCACIÓN PRIMARIA Nº77 CESAR A. BUSTOS,06441,Rural,Estatal
60490000,JARDÍN DE INFANTES SAN BENJAMIN,06441,Urbano,Privado
60490100,COLEGIO SAGRADA FAMILIA,06441,Urbano,Privado
60490200,JARDÍN DE INFANTES Nº903 GENERAL SAN MARTIN,06441,Urbano,Estatal
60490400,ESCUELA NUESTRA SEÑORA DE FATIMA,06441,Urbano,Privado
60490500,JARDÍN MUNICIPAL Nº3 CEFERINO NAMUNCURA,06357,Urbano,Estatal
60490600,INSTITUTO ALEJANDRO FLEMING,06357,Urbano,Privado
60490700,COLEGIO MADRE TERESA,06274,Urbano,Privado
60490800,JARDÍN DE INFANTES PECO'S Y PEQUITAÏS,06274,Urbano,Privado
60490900,INSTITUTO AGUSTIN ELIZALDE,06840,Urbano,Privado
60491100,COLEGIO HUINCO MONSEÑOR ENRIQUE RAU,06357,Urbano,Privado
60491200,ESCUELA DE EDUCACIÓN PRIMARIA Nº60 JOSÉ GERVASIO ARTIGAS,06357,Rural,Estatal
60491500,ESCUELA DE EDUCACIÓN PRIMARIA Nº43 JOHN F. KENNEDY,06357,Urbano,Estatal
60491700,JARDÍN DE INFANTES Nº910 PICHI CANAI HUE,06357,Rural,Estatal
60491800,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 MAESTROS RURALES ARGENTINOS,06119,Urbano,Estatal
60492000,JARDÍN MUNICIPAL Nº16 SOCIEDAD DE FOMENTO DOS MARIAS,06357,Rural,Estatal
60492100,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 SANTA ISABEL,06357,Rural,Estatal
60492200,ESCUELA DE EDUCACIÓN PRIMARIA Nº30 NIÑOS DE AYOHUMA,06357,Rural,Estatal
60492300,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 FRANCISCO LAPRIDA,06357,Rural,Estatal
60492400,JARDÍN MUNICIPAL Nº28,06357,Urbano,Estatal
60492600,ESCUELA DE EDUCACIÓN PRIMARIA Nº52 ALMIRANTE GUILLERMO BROWN,06357,Rural,Estatal
60492700,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 DOMINGO FAUSTINO SARMIENTO,06630,Urbano,Estatal
60492800,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 MANUEL BELGRANO,06630,Rural,Estatal
60492900,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 GUILLERMO MARCONI,06260,Urbano,Estatal
60493000,INSTITUTO SAN JUAN BAUTISTA,06274,Urbano,Privado
60493100,INSTITUTO ALMAFUERTE,06260,Urbano,Privado
60493200,JARDÍN DE INFANTES Nº912 MARIA MONTESSORI,06260,Urbano,Estatal
60493300,JARDÍN DE INFANTES ALMAFUERTE,06260,Urbano,Privado
60493500,JARDÍN DE INFANTES Nº907 MANUEL LUIS CASTRO FREDIANI,06119,Rural,Estatal
60493600,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 MARIANO MORENO,06119,Rural,Estatal
60493700,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 JOSÉ MANUEL ESTRADA,06119,Rural,Estatal
60493800,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 ARMADA ARGENTINA,06119,Rural,Estatal
60493900,JARDÍN DE INFANTES Nº906 CLOTILDE GOTI DE CASELLA,06119,Rural,Estatal
60494000,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 HIPOLITO YRIGOYEN,06119,Rural,Estatal
60494100,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 GABRIELA MISTRAL,06119,Rural,Estatal
60494200,JARDÍN MUNICIPAL Nº2 FRUTILLITAS,06274,Urbano,Estatal
60494300,JARDÍN MUNICIPAL Nº5,06274,Urbano,Estatal
60494400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4,06270,Urbano,Estatal
60494500,JARDÍN DE INFANTES LA CASITA DE JESUS,06270,Urbano,Privado
60494800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5 MARÍA EVA DUARTE DE PERÓN,06274,Urbano,Estatal
60494801,EXTENSION DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,06274,Urbano,Estatal
60495000,ESCUELA DE EDUCACIÓN PRIMARIA Nº61,06274,Urbano,Estatal
60495100,JARDÍN MUNICIPAL Nº7,06274,Urbano,Estatal
60495200,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 GUILLERMO ENRIQUE HUDSON,06274,Urbano,Estatal
60495300,JARDÍN DE INFANTES Nº906 JUAN MARTÍN DE PUEYRREDON,06049,Urbano,Estatal
60495400,JARDÍN DE INFANTES Nº 916 MARÍA ELENA WALSH,06371,Urbano,Estatal
60495600,ESCUELA DE EDUCACIÓN PRIMARIA Nº21 CORACEROS DE LA PATRIA,06371,Urbano,Estatal
60495800,JARDÍN DE INFANTES Nº919 RENÉ FAVALORO,06371,Urbano,Estatal
60495900,JARDÍN DE INFANTES NUESTRA SRA.DE LUJAN,06371,Urbano,Privado
60496200,ESCUELA DE EDUCACIÓN PRIMARIA Nº29 JOSÉ HERNÁNDEZ,06875,Rural,Estatal
60496400,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 JUAN BAUTISTA ALBERDI,06875,Rural,Estatal
60496500,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 DOMINGO FAUSTINO SARMIENTO,06875,Urbano,Estatal
60496600,JARDÍN DE INFANTES Nº901 BERTA ABADIE DE MALTA,06875,Rural,Estatal
60496700,COLEGIO NUESTRA SEÑORA DE LUJAN,06819,Urbano,Privado
60496800,JARDÍN DE INFANTES Nº905 ROSARIO VERA PEÑALOZA,06819,Urbano,Estatal
60496900,JARDÍN DE INFANTES Nº901 CONSTANCIO C.VIGIL,06819,Urbano,Estatal
60497200,JARDÍN DE INFANTES Nº907 MERCEDES DE SAN MARTIN,06056,Urbano,Estatal
60497300,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 REMEDIOS DE ESCALADA DE SAN MARTIN,06056,Urbano,Estatal
60497600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 MALVINAS ARGENTINAS,06119,Urbano,Estatal
60497700,INSTITUTO SANTA RITA DE CASCIA,06119,Urbano,Privado
60497800,JARDÍN DE INFANTES ESTRELLITA DE BELEN,06119,Urbano,Privado
60497900,ESCUELA PRIMARIA SANTA RITA,06119,Urbano,Privado
60498000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 BICENTENARIO DE LA PATRIA,06056,Urbano,Estatal
60498100,JARDÍN DE INFANTES Nº937,06056,Urbano,Estatal
60498400,JARDÍN DE INFANTES Nº910 MARTÍN FIERRO,06280,Rural,Estatal
60498700,JARDÍN DE INFANTES EVANGELICO AMERICANO,06412,Urbano,Privado
60498800,JARDÍN DE INFANTES BICHITO DE LUZ,06532,Urbano,Privado
